,date,close,open,low,high,3m_iv,short_interest_rate
2522,2016-02-16,189.78,188.77,187.63,189.81,20.553,
2523,2016-02-17,192.88,191.16,191.01,193.32,20.643,
2524,2016-02-18,192.09,193.2,191.72,193.27,20.7384,
2525,2016-02-19,192.0,191.17,190.45,192.18,20.7842,
2526,2016-02-22,194.78,193.87,193.79,194.95,20.7249,
2527,2016-02-23,192.32,194.0,192.18,194.32,20.6611,
2528,2016-02-24,193.2,190.63,189.32,193.53,20.6272,
2529,2016-02-25,195.54,193.73,192.83,195.55,20.5937,
2530,2016-02-26,195.0892,196.57,194.9,196.68,20.5153,
2531,2016-02-29,193.56,195.11,193.33,196.23,20.4781,2.253
2532,2016-03-01,198.11,195.01,194.4542,198.21,20.3289,
2533,2016-03-02,199.0,197.74,197.25,199.06,20.17,
2534,2016-03-03,199.775,198.79,198.11,199.795,19.9747,
2535,2016-03-04,200.43,200.01,199.03,201.35,19.7866,
2536,2016-03-07,200.59,199.34,199.25,201.07,19.6697,
2537,2016-03-08,198.4,199.32,198.21,199.92,19.5431,
2538,2016-03-09,199.38,199.36,198.43,199.79,19.4384,
2539,2016-03-10,199.54,199.96,197.38,201.07,19.3081,
2540,2016-03-11,202.76,201.26,199.5179,202.81,19.157,
2541,2016-03-14,202.5,202.16,201.77,203.04,19.0536,
2542,2016-03-15,202.17,201.36,201.05,202.5307,18.9524,2.537
2543,2016-03-16,203.34,201.6,201.55,203.82,18.7801,
2544,2016-03-17,204.63,203.24,202.77,205.23,18.5907,
2545,2016-03-18,204.38,204.17,203.8,204.78,18.3984,
2546,2016-03-21,204.67,204.07,203.8,204.94,18.1526,
2547,2016-03-22,204.56,203.76,203.57,205.23,17.8643,
2548,2016-03-23,203.2092,204.11,203.01,204.33,17.5914,
2549,2016-03-24,203.12,202.0,201.74,203.16,17.3199,
2550,2016-03-28,203.24,203.61,202.705,203.86,17.0162,
2551,2016-03-29,205.1208,202.76,202.4,205.25,16.7252,
2552,2016-03-30,206.02,206.3,205.59,206.87,16.4576,
2553,2016-03-31,205.52,205.91,205.33,206.41,16.2414,2.603
2554,2016-04-01,206.92,204.35,203.98,207.14,16.0155,
2555,2016-04-04,206.25,206.83,205.89,207.07,15.8342,
2556,2016-04-05,204.1892,204.67,203.89,206.2642,15.7216,
2557,2016-04-06,206.42,204.29,203.98,206.49,15.5497,
2558,2016-04-07,203.95,205.14,203.09,205.56,15.4288,
2559,2016-04-08,204.4992,205.34,203.87,205.85,15.3286,
2560,2016-04-11,204.0201,205.25,203.91,206.07,15.2302,
2561,2016-04-12,205.92,204.22,203.7,206.25,15.0913,
2562,2016-04-13,208.0008,207.0,206.84,208.1,14.9924,
2563,2016-04-14,208.01,208.07,207.6,208.6,14.9086,
2564,2016-04-15,207.78,208.01,207.4,208.1721,14.8233,2.704
2565,2016-04-18,209.2392,207.14,207.0,209.28,14.726,
2566,2016-04-19,209.9,209.74,208.94,210.2,14.6225,
2567,2016-04-20,210.1,209.95,209.39,210.92,14.4972,
2568,2016-04-21,208.97,210.12,208.65,210.25,14.3957,
2569,2016-04-22,208.97,208.55,207.91,209.29,14.2857,
2570,2016-04-25,208.61,208.26,207.54,208.66,14.2269,
2571,2016-04-26,208.9192,209.04,208.36,209.52,14.1666,
2572,2016-04-27,209.35,208.47,208.05,209.81,14.0989,
2573,2016-04-28,207.4475,208.46,206.96,209.76,14.0823,
2574,2016-04-29,206.3308,206.72,205.03,207.13,14.1083,2.655
2575,2016-05-02,207.97,206.92,206.41,208.18,14.1046,
2576,2016-05-03,206.1592,206.52,205.28,206.8,14.1393,
2577,2016-05-04,205.01,204.99,204.42,205.85,14.1865,
2578,2016-05-05,204.97,205.56,204.47,205.98,14.2084,
2579,2016-05-06,205.72,204.06,203.88,205.77,14.2125,
2580,2016-05-09,205.8892,205.57,205.36,206.4,14.204,
2581,2016-05-10,208.45,206.72,206.64,208.5,14.2038,
2582,2016-05-11,206.5,207.91,206.5,208.54,14.2471,
2583,2016-05-12,206.56,207.29,205.37,207.4899,14.2789,
2584,2016-05-13,204.76,206.21,204.38,206.86,14.3445,2.885
2585,2016-05-16,206.78,204.96,204.89,207.34,14.3631,
2586,2016-05-17,204.8508,206.46,204.23,206.8,14.3736,
2587,2016-05-18,204.91,204.44,203.63,206.3,14.421,
2588,2016-05-19,204.2,204.06,202.78,204.54,14.4324,
2589,2016-05-20,205.49,204.92,204.86,206.1,14.4329,
2590,2016-05-23,205.21,205.51,204.985,205.84,14.4229,
2591,2016-05-24,207.87,206.17,206.14,208.24,14.397,
2592,2016-05-25,209.28,208.67,207.8691,209.77,14.384,
2593,2016-05-26,209.34,209.44,208.97,209.71,14.3641,
2594,2016-05-27,210.24,209.53,209.47,210.25,14.341,
2595,2016-05-31,209.84,210.56,209.18,210.69,14.3407,2.576
2596,2016-06-01,210.27,209.12,208.89,210.48,14.3449,
2597,2016-06-02,210.91,209.8,209.2399,210.93,14.3302,
2598,2016-06-03,210.28,210.25,208.86,210.69,14.3005,
2599,2016-06-06,211.35,210.7,210.51,211.77,14.2812,
2600,2016-06-07,211.68,211.525,211.5,212.34,14.2475,
2601,2016-06-08,212.37,211.84,211.6899,212.52,14.2196,
2602,2016-06-09,212.08,211.51,211.19,212.22,14.211,
2603,2016-06-10,210.07,210.46,209.43,210.86,14.2169,
2604,2016-06-13,208.4492,209.36,208.35,210.37,14.2649,
2605,2016-06-14,208.04,208.0,206.9199,208.74,14.3375,
2606,2016-06-15,207.75,208.54,207.53,209.36,14.3735,2.825
2607,2016-06-16,208.37,206.73,205.59,208.57,14.3772,
2608,2016-06-17,206.52,207.17,205.75,207.2,14.4097,
2609,2016-06-20,207.85,208.82,207.75,209.61,14.4138,
2610,2016-06-21,208.44,208.3,207.78,208.92,14.432,
2611,2016-06-22,208.1,208.65,207.93,209.5,14.5046,
2612,2016-06-23,210.81,209.81,209.27,210.87,14.4767,
2613,2016-06-24,203.13,203.63,202.72,210.8463,14.598,
2614,2016-06-27,199.6,201.59,198.65,201.6,14.7227,
2615,2016-06-28,203.1997,201.48,201.12,203.23,14.7758,
2616,2016-06-29,206.66,204.84,204.72,206.93,14.7638,
2617,2016-06-30,209.475,207.21,206.56,209.54,14.7198,1.81
2618,2016-07-01,209.9208,209.36,209.29,210.49,14.6571,
2619,2016-07-05,208.41,208.95,207.71,209.08,14.6407,
2620,2016-07-06,209.66,207.83,207.06,209.8,14.6086,
2621,2016-07-07,209.526,209.87,208.63,210.6495,14.614,
2622,2016-07-08,212.65,211.05,210.7785,212.94,14.5927,
2623,2016-07-11,213.4,213.19,212.95,214.07,14.5797,
2624,2016-07-12,214.95,214.53,213.4308,215.3,14.5645,
2625,2016-07-13,214.92,215.44,214.35,215.45,14.5296,
2626,2016-07-14,216.12,216.4,215.66,216.67,14.494,
2627,2016-07-15,215.83,216.78,215.308,217.0125,14.4732,2.551
2628,2016-07-18,216.4092,215.97,215.67,216.6,14.4453,
2629,2016-07-19,216.19,215.92,215.63,216.23,14.4164,
2630,2016-07-20,217.085,216.75,216.24,217.37,14.3861,
2631,2016-07-21,216.265,216.96,215.75,217.22,14.3731,
2632,2016-07-22,217.24,216.41,216.1,217.3,14.3385,
2633,2016-07-25,216.65,217.0,215.97,217.06,14.2794,
2634,2016-07-26,216.75,216.53,215.76,217.17,14.1572,
2635,2016-07-27,216.52,217.19,215.62,217.27,14.0325,
2636,2016-07-28,216.77,216.29,215.75,217.11,13.9173,
2637,2016-07-29,217.12,216.46,216.13,217.54,13.804,3.694
2638,2016-08-01,216.94,217.19,216.405,217.65,13.6701,
2639,2016-08-02,215.5492,216.65,214.57,216.83,13.6039,
2640,2016-08-03,216.18,215.48,215.13,216.245,13.5197,
2641,2016-08-04,216.4097,216.31,214.25,216.78,13.3973,
2642,2016-08-05,218.18,217.21,217.07,218.23,13.3262,
2643,2016-08-08,218.05,218.4,217.74,218.52,13.112,
2644,2016-08-09,218.18,218.13,217.8,218.76,12.8762,
2645,2016-08-10,217.64,218.31,217.23,218.4038,12.7406,
2646,2016-08-11,218.65,218.26,217.95,218.94,12.6479,
2647,2016-08-12,218.46,218.29,217.99,218.71,12.5779,
2648,2016-08-15,219.09,218.89,218.88,219.5,12.5236,3.944
2649,2016-08-16,217.96,218.6,217.96,218.68,12.4634,
2650,2016-08-17,218.37,218.0,217.02,218.53,12.4056,
2651,2016-08-18,218.86,218.34,218.21,218.9,12.3439,
2652,2016-08-19,218.54,218.31,217.74,218.75,12.3166,
2653,2016-08-22,218.53,218.26,217.83,218.8,12.2933,
2654,2016-08-23,218.97,219.25,218.9,219.6,12.2808,
2655,2016-08-24,217.85,218.8,217.36,218.91,12.2908,
2656,2016-08-25,217.7,217.4,217.22,218.19,12.3079,
2657,2016-08-26,217.29,217.92,216.25,219.12,12.3286,
2658,2016-08-29,218.3608,217.44,217.4,218.665,12.3242,
2659,2016-08-30,218.0,218.26,217.35,218.59,12.342,
2660,2016-08-31,217.38,217.61,216.465,217.75,12.3691,3.473
2661,2016-09-01,217.39,217.37,216.03,217.73,12.383,
2662,2016-09-02,218.37,218.39,217.7,218.87,12.3808,
2663,2016-09-06,219.0308,218.7,217.86,219.12,12.3541,
2664,2016-09-07,219.01,218.84,218.3,219.22,12.3252,
2665,2016-09-08,218.51,218.62,218.15,218.94,12.3037,
2666,2016-09-09,213.28,216.97,213.25,217.03,12.3787,
2667,2016-09-12,216.34,212.39,212.31,216.81,12.4187,
2668,2016-09-13,213.23,214.84,212.5,215.1499,12.5089,
2669,2016-09-14,213.15,213.29,212.5,214.7,12.5848,
2670,2016-09-15,215.28,212.96,212.75,215.73,12.6406,2.169
2671,2016-09-16,213.37,213.48,212.57,213.69,12.704,
2672,2016-09-19,213.41,214.13,213.03,214.88,12.7915,
2673,2016-09-20,213.42,214.41,213.38,214.59,12.8844,
2674,2016-09-21,215.82,214.24,213.44,216.03,12.935,
2675,2016-09-22,217.18,217.0,216.71,217.53,12.95,
2676,2016-09-23,215.99,216.72,215.88,216.88,12.9747,
2677,2016-09-26,214.24,215.02,214.01,215.23,13.0382,
2678,2016-09-27,215.57,214.05,213.62,215.68,13.071,
2679,2016-09-28,216.64,215.83,214.71,216.82,13.0745,
2680,2016-09-29,214.68,216.4,214.04,216.87,13.1135,
2681,2016-09-30,216.3,215.65,215.36,217.12,13.1387,2.308
2682,2016-10-03,215.78,215.82,215.04,216.04,13.1753,
2683,2016-10-04,214.68,215.91,213.99,216.17,13.2142,
2684,2016-10-05,215.63,215.41,215.33,216.13,13.2445,
2685,2016-10-06,215.78,215.37,214.735,216.04,13.2568,
2686,2016-10-07,215.04,216.1,214.19,216.3,13.2734,
2687,2016-10-10,216.16,216.155,215.985,216.7,13.2681,
2688,2016-10-11,213.43,215.66,212.58,215.74,13.3271,
2689,2016-10-12,213.71,213.59,213.01,214.32,13.3726,
2690,2016-10-13,213.01,212.16,211.21,213.59,13.4286,
2691,2016-10-14,213.12,214.15,213.03,214.69,13.4748,2.74
2692,2016-10-17,212.38,213.09,212.17,213.39,13.5466,
2693,2016-10-18,213.71,214.24,213.27,214.31,13.6085,
2694,2016-10-19,214.28,214.02,213.6,214.64,13.6585,
2695,2016-10-20,213.88,213.87,213.11,214.53,13.6951,
2696,2016-10-21,213.98,212.96,212.76,214.08,13.6289,
2697,2016-10-24,214.89,215.0,214.48,215.32,13.6031,
2698,2016-10-25,214.17,214.68,213.98,214.98,13.5251,
2699,2016-10-26,213.74,213.21,212.93,214.42,13.4508,
2700,2016-10-27,213.17,214.58,213.08,214.62,13.4265,
2701,2016-10-28,212.54,213.14,211.71,213.93,13.4184,
2702,2016-10-31,212.55,212.93,212.36,213.19,13.4215,3.141
2703,2016-11-01,211.01,212.93,209.6,212.99,13.4384,
2704,2016-11-02,209.74,210.65,209.23,211.1,13.516,
2705,2016-11-03,208.78,209.99,208.46,210.24,13.6428,
2706,2016-11-04,208.55,208.91,208.38,209.89,13.7691,
2707,2016-11-07,213.15,211.45,211.3,213.19,13.777,
2708,2016-11-08,214.11,212.69,212.38,214.77,13.8112,
2709,2016-11-09,216.3792,212.37,212.34,217.1,13.8096,
2710,2016-11-10,216.92,217.3,215.22,218.31,13.799,
2711,2016-11-11,216.42,216.08,215.32,216.7,13.815,
2712,2016-11-14,216.59,217.03,215.72,217.27,13.8299,
2713,2016-11-15,218.28,217.04,216.8,218.28,13.8088,1.961
2714,2016-11-16,217.87,217.56,217.42,218.14,13.8072,
2715,2016-11-17,218.99,218.05,217.92,219.06,13.8008,
2716,2016-11-18,218.5,219.07,218.29,219.27,13.782,
2717,2016-11-21,220.15,219.17,219.0,220.18,13.7681,
2718,2016-11-22,220.58,220.51,219.73,220.79,13.7167,
2719,2016-11-23,220.7,219.98,219.75,220.76,13.6632,
2720,2016-11-25,221.52,221.1,221.01,221.56,13.5855,
2721,2016-11-28,220.48,221.16,220.36,221.48,13.529,
2722,2016-11-29,220.91,220.52,220.17,221.44,13.4651,
2723,2016-11-30,220.38,221.63,220.31,221.82,13.4256,3.28
2724,2016-12-01,219.57,220.73,219.15,220.73,13.4169,
2725,2016-12-02,219.68,219.67,219.26,220.25,13.416,
2726,2016-12-05,221.0,220.65,220.42,221.4,13.3982,
2727,2016-12-06,221.7,221.22,220.662,221.7441,13.3841,
2728,2016-12-07,224.6,221.52,221.38,224.67,13.3618,
2729,2016-12-08,225.15,224.57,224.26,225.7,13.3393,
2730,2016-12-09,226.51,225.41,225.37,226.53,13.2817,
2731,2016-12-12,226.25,226.4,225.76,226.96,13.222,
2732,2016-12-13,227.76,227.02,227.0,228.34,13.1542,
2733,2016-12-14,225.88,227.41,225.365,228.23,13.0694,
2734,2016-12-15,226.81,226.16,225.8904,227.81,12.9472,2.281
2735,2016-12-16,225.04,226.01,224.67,226.08,12.8075,
2736,2016-12-19,225.53,225.24,225.08,226.02,12.6577,
2737,2016-12-20,226.4,226.16,225.88,226.57,12.5875,
2738,2016-12-21,225.77,226.25,225.77,226.45,12.5202,
2739,2016-12-22,225.38,225.6,224.92,225.74,12.5065,
2740,2016-12-23,225.71,225.43,225.21,225.72,12.4731,
2741,2016-12-27,226.27,226.02,226.0,226.73,12.4428,
2742,2016-12-28,224.4,226.57,224.27,226.59,12.422,
2743,2016-12-29,224.35,224.48,223.84,224.89,12.436,
2744,2016-12-30,223.53,224.73,222.73,224.83,12.4543,2.394
2745,2017-01-03,225.24,225.04,223.8837,225.83,12.4546,
2746,2017-01-04,226.58,225.62,225.61,226.75,12.4341,
2747,2017-01-05,226.4,226.27,225.48,226.58,12.4214,
2748,2017-01-06,227.21,226.53,225.9,227.75,12.4059,
2749,2017-01-09,226.46,226.91,226.4163,227.0701,12.3936,
2750,2017-01-10,226.46,226.48,226.01,227.45,12.3892,
2751,2017-01-11,227.1,226.36,225.59,227.1,12.365,
2752,2017-01-12,226.53,226.5,224.955,226.75,12.3447,
2753,2017-01-13,227.05,226.73,226.69,227.4,12.3103,2.604
2754,2017-01-17,226.25,226.31,225.8,226.78,12.2646,
2755,2017-01-18,226.75,226.535,225.9,226.8,12.2147,
2756,2017-01-19,225.91,226.84,225.41,227.0,12.1932,
2757,2017-01-20,226.74,226.7,225.9719,227.31,12.163,
2758,2017-01-23,226.15,226.35,225.27,226.805,12.1419,
2759,2017-01-24,227.6,226.4,226.27,228.08,12.0898,
2760,2017-01-25,229.57,228.7,228.51,229.57,12.049,
2761,2017-01-26,229.33,229.4,229.01,229.71,11.9938,
2762,2017-01-27,228.97,229.42,228.76,229.59,11.934,
2763,2017-01-30,227.55,228.17,226.41,228.2,11.8942,
2764,2017-01-31,227.53,226.98,226.32,227.6,11.8756,2.566
2765,2017-02-01,227.62,228.255,226.94,228.59,11.8461,
2766,2017-02-02,227.77,227.2,226.82,228.1,11.8238,
2767,2017-02-03,229.34,228.82,228.46,229.55,11.7887,
2768,2017-02-06,228.93,228.87,228.54,229.326,11.761,
2769,2017-02-07,228.94,229.38,228.72,229.6556,11.7332,
2770,2017-02-08,229.24,228.61,228.31,229.39,11.7104,
2771,2017-02-09,230.6,229.56,229.52,230.95,11.6757,
2772,2017-02-10,231.51,231.0,230.6216,231.77,11.6188,
2773,2017-02-13,232.77,232.08,232.05,233.07,11.5442,
2774,2017-02-14,233.7,232.56,232.16,233.71,11.4437,
2775,2017-02-15,234.92,233.45,233.39,235.14,11.3764,3.264
2776,2017-02-16,234.72,234.96,233.85,235.155,11.3379,
2777,2017-02-17,235.09,233.95,233.93,235.09,11.3041,
2778,2017-02-21,236.49,235.52,235.51,236.69,11.2868,
2779,2017-02-22,236.28,236.02,235.83,236.54,11.2734,
2780,2017-02-23,236.44,236.88,235.56,236.9,11.2703,
2781,2017-02-24,236.74,235.46,235.41,236.7932,11.2749,
2782,2017-02-27,237.11,236.64,236.35,237.31,11.286,
2783,2017-02-28,236.47,236.67,236.015,236.95,11.3171,2.923
2784,2017-03-01,239.78,238.39,238.37,240.32,11.3314,
2785,2017-03-02,238.27,239.56,238.21,239.57,11.3503,
2786,2017-03-03,238.42,238.17,237.73,238.61,11.3486,
2787,2017-03-06,237.71,237.5,237.01,238.12,11.3619,
2788,2017-03-07,237.0,237.36,236.76,237.77,11.3694,
2789,2017-03-08,236.56,237.34,236.4,237.64,11.3961,
2790,2017-03-09,236.86,236.7,235.74,237.24,11.4341,
2791,2017-03-10,237.69,237.97,236.59,238.02,11.4585,
2792,2017-03-13,237.81,237.62,237.24,237.86,11.4826,
2793,2017-03-14,236.9,237.18,236.19,237.24,11.4897,
2794,2017-03-15,238.95,237.56,237.29,239.44,11.4802,2.659
2795,2017-03-16,238.48,239.11,238.1,239.2,11.4628,
2796,2017-03-17,237.03,237.75,237.03,237.97,11.4431,
2797,2017-03-20,236.77,237.03,236.32,237.36,11.4461,
2798,2017-03-21,233.73,237.47,233.58,237.61,11.4724,
2799,2017-03-22,234.28,233.77,233.05,234.61,11.4884,
2800,2017-03-23,234.03,234.0,233.6,235.34,11.5097,
2801,2017-03-24,233.86,234.38,232.96,235.04,11.5361,
2802,2017-03-27,233.62,231.93,231.61,233.92,11.5505,
2803,2017-03-28,235.32,233.27,233.14,235.81,11.561,
2804,2017-03-29,235.54,234.99,234.725,235.81,11.5786,
2805,2017-03-30,236.29,235.47,235.27,236.52,11.5861,
2806,2017-03-31,235.74,235.9,235.68,236.51,11.5934,1.983
2807,2017-04-03,235.33,235.8,233.91,236.03,11.5975,
2808,2017-04-04,235.48,235.0,234.555,235.58,11.5851,
2809,2017-04-05,234.78,236.26,234.54,237.39,11.5742,
2810,2017-04-06,235.44,234.94,234.425,236.04,11.5462,
2811,2017-04-07,235.2,235.15,234.64,236.0,11.5205,
2812,2017-04-10,235.34,235.36,234.73,236.255,11.508,
2813,2017-04-11,235.06,234.9,233.34,235.18,11.489,
2814,2017-04-12,234.03,234.74,233.77,234.96,11.4823,
2815,2017-04-13,232.51,233.64,232.51,234.49,11.4948,2.193
2816,2017-04-17,234.57,233.11,232.88,234.57,11.4961,
2817,2017-04-18,233.87,233.72,233.08,234.49,11.4957,
2818,2017-04-19,233.44,234.52,233.18,234.95,11.5072,
2819,2017-04-20,235.34,234.15,233.78,235.845,11.4991,
2820,2017-04-21,234.59,235.25,234.13,235.31,11.489,
2821,2017-04-24,237.17,237.18,234.5628,237.41,11.4421,
2822,2017-04-25,238.55,237.91,237.81,238.95,11.3897,
2823,2017-04-26,238.4,238.51,238.35,239.53,11.3361,
2824,2017-04-27,238.6,238.77,237.98,238.95,11.3,
2825,2017-04-28,238.08,238.9,237.93,238.93,11.2777,2.207
2826,2017-05-01,238.68,238.68,238.195,239.17,11.2505,
2827,2017-05-02,238.77,238.84,238.3,238.98,11.2184,
2828,2017-05-03,238.48,238.29,237.7,238.8775,11.1585,
2829,2017-05-04,238.76,238.83,237.78,238.9225,11.0971,
2830,2017-05-05,239.7,239.19,238.68,239.72,11.0291,
2831,2017-05-08,239.66,239.75,239.17,239.92,10.9551,
2832,2017-05-09,239.44,239.96,239.04,240.19,10.904,
2833,2017-05-10,239.87,239.39,239.15,239.87,10.8682,
2834,2017-05-11,239.38,239.35,238.13,239.57,10.8492,
2835,2017-05-12,238.98,239.09,238.67,239.4273,10.8363,
2836,2017-05-15,240.3,239.47,239.45,240.44,10.8073,2.956
2837,2017-05-16,240.08,240.64,239.63,240.67,10.7741,
2838,2017-05-17,235.82,238.1,235.75,238.64,10.8273,
2839,2017-05-18,236.77,235.73,235.43,237.75,10.8454,
2840,2017-05-19,238.31,237.33,237.27,239.08,10.8343,
2841,2017-05-22,239.52,238.9,238.82,239.71,10.8031,
2842,2017-05-23,240.05,239.95,239.51,240.24,10.7468,
2843,2017-05-24,240.61,240.32,239.93,240.73,10.6774,
2844,2017-05-25,241.76,241.2,240.96,242.08,10.5977,
2845,2017-05-26,241.71,241.54,241.45,241.9,10.5006,
2846,2017-05-30,241.5,241.34,241.16,241.79,10.4379,
2847,2017-05-31,241.44,241.84,240.64,241.88,10.3757,2.298
2848,2017-06-01,243.36,241.97,241.64,243.38,10.2892,
2849,2017-06-02,244.17,243.42,243.08,244.35,10.2206,
2850,2017-06-05,243.99,243.97,243.76,244.3,10.1489,
2851,2017-06-06,243.21,243.34,243.12,243.98,10.1399,
2852,2017-06-07,243.66,243.6,242.83,243.92,10.1383,
2853,2017-06-08,243.78,243.77,243.17,244.33,10.123,
2854,2017-06-09,243.41,244.09,241.95,245.01,10.1099,
2855,2017-06-12,243.36,243.13,242.38,243.42,10.1012,
2856,2017-06-13,244.55,243.98,243.5799,244.61,10.0788,
2857,2017-06-14,244.24,244.86,243.29,244.87,10.0555,
2858,2017-06-15,243.77,242.68,242.36,243.91,10.0372,2.36
2859,2017-06-16,242.64,242.77,241.6337,242.83,10.0295,
2860,2017-06-19,244.66,243.59,243.48,244.73,10.0012,
2861,2017-06-20,243.01,244.25,242.99,244.26,9.9985,
2862,2017-06-21,242.95,243.42,242.41,243.59,9.9962,
2863,2017-06-22,242.84,242.96,242.64,243.53,9.9887,
2864,2017-06-23,243.13,242.91,242.47,243.51,9.9666,
2865,2017-06-26,243.29,243.9,243.045,244.38,9.9394,
2866,2017-06-27,241.33,243.04,241.31,243.38,9.9443,
2867,2017-06-28,243.49,242.5,242.23,243.715,9.9377,
2868,2017-06-29,241.35,243.66,239.955,243.72,9.8746,
2869,2017-06-30,241.8,242.28,241.575,242.71,9.8335,2.202
2870,2017-07-03,242.21,242.88,242.21,243.38,9.8313,
2871,2017-07-05,242.77,242.63,241.7,243.01,9.8371,
2872,2017-07-06,240.55,241.89,240.34,242.03,9.878,
2873,2017-07-07,242.11,241.21,240.5645,242.28,9.9042,
2874,2017-07-10,242.37,241.95,241.76,242.8,9.9366,
2875,2017-07-11,242.19,242.16,240.85,242.55,9.9627,
2876,2017-07-12,244.01,243.3,243.3,244.2,9.9696,
2877,2017-07-13,244.42,244.02,243.76,244.55,9.968,
2878,2017-07-14,245.56,244.43,244.31,245.97,9.9679,2.949
2879,2017-07-17,245.53,245.47,245.33,245.91,9.9729,
2880,2017-07-18,245.66,245.06,244.67,245.72,9.9718,
2881,2017-07-19,246.99,246.02,246.01,247.0,9.9509,
2882,2017-07-20,247.1,247.28,246.47,247.42,9.9301,
2883,2017-07-21,246.88,246.44,246.18,246.91,9.9123,
2884,2017-07-24,246.82,246.79,246.28,246.98,9.8909,
2885,2017-07-25,247.42,247.68,247.16,247.8,9.8647,
2886,2017-07-26,247.43,247.75,247.13,247.79,9.8541,
2887,2017-07-27,247.2,247.96,245.68,248.0,9.85,
2888,2017-07-28,246.91,246.65,246.13,247.06,9.8419,
2889,2017-07-31,246.77,247.37,246.53,247.48,9.8328,3.219
2890,2017-08-01,247.32,247.46,246.716,247.5,9.8323,
2891,2017-08-02,247.44,247.47,246.37,247.6,9.817,
2892,2017-08-03,246.96,247.31,246.64,247.34,9.819,
2893,2017-08-04,247.41,247.52,246.97,247.79,9.8122,
2894,2017-08-07,247.87,247.49,247.37,247.87,9.807,
2895,2017-08-08,247.26,247.51,246.83,248.91,9.823,
2896,2017-08-09,247.25,246.47,246.06,247.31,9.8237,
2897,2017-08-10,243.76,246.29,243.7,246.44,9.9194,
2898,2017-08-11,244.12,244.02,243.75,244.8,9.9844,
2899,2017-08-14,246.54,245.59,245.55,246.79,9.9897,
2900,2017-08-15,246.51,246.98,246.16,247.0,9.9855,2.972
2901,2017-08-16,246.94,247.11,246.45,247.57,9.9801,
2902,2017-08-17,243.09,246.24,243.09,246.6,10.0125,
2903,2017-08-18,242.71,242.9,242.2,244.189,10.069,
2904,2017-08-21,242.9,242.64,241.83,243.2,10.1148,
2905,2017-08-22,245.44,243.57,243.55,245.62,10.1208,
2906,2017-08-23,244.56,244.33,244.16,245.05,10.159,
2907,2017-08-24,243.99,245.0,243.75,245.18,10.2264,
2908,2017-08-25,244.56,244.9,244.39,245.61,10.2778,
2909,2017-08-28,244.57,245.17,244.09,245.2,10.3253,
2910,2017-08-29,244.85,243.06,242.93,245.15,10.3824,
2911,2017-08-30,246.01,244.83,244.62,246.32,10.44,
2912,2017-08-31,247.49,246.72,246.0473,247.77,10.4808,2.318
2913,2017-09-01,247.84,247.92,247.67,248.33,10.5203,
2914,2017-09-05,246.06,247.26,244.95,247.52,10.5843,
2915,2017-09-06,246.9,246.84,246.23,247.28,10.6469,
2916,2017-09-07,246.87,247.25,246.4,247.27,10.7118,
2917,2017-09-08,246.58,246.54,246.3,247.11,10.7759,
2918,2017-09-11,249.21,248.04,248.02,249.3,10.8015,
2919,2017-09-12,250.05,249.63,249.42,250.09,10.8158,
2920,2017-09-13,250.17,249.72,249.59,250.21,10.8354,
2921,2017-09-14,250.09,249.8,249.6,250.32,10.8452,
2922,2017-09-15,249.19,248.69,248.57,249.29,10.8354,2.498
2923,2017-09-18,249.72,249.61,249.28,250.12,10.8338,
2924,2017-09-19,249.97,250.0,249.6,250.07,10.8342,
2925,2017-09-20,250.06,250.07,248.92,250.19,10.8151,
2926,2017-09-21,249.39,249.88,249.185,249.98,10.79,
2927,2017-09-22,249.44,249.05,249.02,249.63,10.6915,
2928,2017-09-25,248.93,249.15,248.08,249.5532,10.6208,
2929,2017-09-26,249.08,249.42,248.805,249.7,10.5994,
2930,2017-09-27,250.05,249.88,248.87,250.49,10.5791,
2931,2017-09-28,250.35,249.73,249.63,250.44,10.5607,
2932,2017-09-29,251.23,250.34,250.13,251.32,10.4663,2.803
2933,2017-10-02,252.32,251.49,251.2926,252.32,10.3648,
2934,2017-10-03,252.86,252.46,252.23,252.89,10.277,
2935,2017-10-04,253.16,252.69,252.56,253.44,10.2309,
2936,2017-10-05,254.66,253.54,253.196,254.68,10.1535,
2937,2017-10-06,254.37,254.15,253.85,254.7008,10.0643,
2938,2017-10-09,253.95,254.63,253.65,254.7,10.0126,
2939,2017-10-10,254.62,254.6,253.98,255.05,9.9463,
2940,2017-10-11,255.02,254.51,254.32,255.02,9.8711,
2941,2017-10-12,254.64,254.66,254.365,255.06,9.804,
2942,2017-10-13,254.95,255.14,254.64,255.27,9.7463,3.347
2943,2017-10-16,255.29,255.21,254.82,255.51,9.6908,
2944,2017-10-17,255.47,255.23,254.98,255.52,9.6126,
2945,2017-10-18,255.72,255.9,255.5,255.95,9.5334,
2946,2017-10-19,255.79,254.83,254.35,255.83,9.4532,
2947,2017-10-20,257.11,256.7,255.7744,257.14,9.3566,
2948,2017-10-23,256.11,257.48,256.02,257.51,9.3132,
2949,2017-10-24,256.56,256.6,256.15,256.83,9.2802,
2950,2017-10-25,255.29,256.18,254.0,256.31,9.2626,
2951,2017-10-26,255.62,255.99,255.48,256.3,9.2588,
2952,2017-10-27,257.71,256.47,255.6254,257.89,9.2259,
2953,2017-10-30,256.75,257.07,256.41,257.6,9.2115,
