,date,close,open,low,high,3m_iv,short_interest_rate
1262,2011-02-10,132.321,131.6,131.3,132.47,,
1263,2011-02-11,133.11,131.8,131.77,133.28,,
1264,2011-02-14,133.43,133.03,132.88,133.54,,
1265,2011-02-15,133.01,133.02,132.3167,133.22,,2.032
1266,2011-02-16,133.85,133.46,133.19,134.01,,
1267,2011-02-17,134.25,133.46,133.34,134.43,,
1268,2011-02-18,134.53,134.37,134.06,134.69,,
1269,2011-02-22,131.83,133.12,131.47,134.5615,,
1270,2011-02-23,131.02,131.75,130.21,132.07,,
1271,2011-02-24,130.93,130.88,129.7,131.44,,
1272,2011-02-25,132.33,131.48,131.4,132.41,,
1273,2011-02-28,133.15,132.82,132.38,133.32,,1.725
1274,2011-03-01,130.93,133.57,130.89,133.69,,
1275,2011-03-02,131.21,130.75,130.35,131.82,,
1276,2011-03-03,133.47,132.4,132.39,133.62,,
1277,2011-03-04,132.47,133.37,131.6,133.63,,
1278,2011-03-07,131.43,132.86,130.735,133.1594,,
1279,2011-03-08,132.58,131.64,131.07,133.0,,
1280,2011-03-09,132.39,132.32,131.6,132.8,,
1281,2011-03-10,129.9375,131.0,129.81,131.18,,
1282,2011-03-11,130.84,129.52,129.49,131.31,,
1283,2011-03-14,130.05,129.99,129.06,130.48,,
1284,2011-03-15,128.56,126.59,126.5,129.33,,1.324
1285,2011-03-16,126.175,128.15,125.28,128.57,,
1286,2011-03-17,127.85,128.0,127.1,128.39,,
1287,2011-03-18,127.76,128.84,127.51,128.88,,
1288,2011-03-21,129.74,129.35,129.2,130.01,,
1289,2011-03-22,129.29,129.72,129.17,129.89,,
1290,2011-03-23,129.66,128.93,128.32,130.0,,
1291,2011-03-24,130.9,130.4,129.67,131.09,,
1292,2011-03-25,131.3,131.24,130.8921,131.87,,
1293,2011-03-28,130.98,131.58,130.94,131.92,,
1294,2011-03-29,131.86,130.87,130.44,131.9,,
1295,2011-03-30,132.77,132.55,132.36,133.16,,
1296,2011-03-31,132.59,132.6,132.45,132.96,,1.675
1297,2011-04-01,133.15,133.41,132.83,133.77,,
1298,2011-04-04,133.26,133.43,132.88,133.67,,
1299,2011-04-05,133.24,133.0,132.94,133.83,,
1300,2011-04-06,133.66,133.88,133.12,134.0,,
1301,2011-04-07,133.32,133.42,132.66,133.9775,,
1302,2011-04-08,132.86,133.91,132.31,133.99,,
1303,2011-04-11,132.46,133.0,132.14,133.45,,
1304,2011-04-12,131.47,131.72,130.99,131.98,,
1305,2011-04-13,131.46,132.08,130.96,132.18,,
1306,2011-04-14,131.56,130.7,130.27,131.76,,
1307,2011-04-15,132.04,131.8,131.41,132.37,,2.163
1308,2011-04-18,130.56,130.59,129.51,132.0301,,
1309,2011-04-19,131.31,130.76,130.44,131.35,,
1310,2011-04-20,133.1,132.88,132.79,133.39,,
1311,2011-04-21,133.78,133.79,133.1046,133.84,,
1312,2011-04-25,133.64,133.68,133.2,133.86,,
1313,2011-04-26,134.791,134.05,133.91,135.06,,
1314,2011-04-27,135.67,135.05,134.5,135.87,,
1315,2011-04-28,136.11,135.43,135.41,136.29,,
1316,2011-04-29,136.43,136.16,135.98,136.57,,2.549
1317,2011-05-02,136.22,137.07,135.95,137.18,,
1318,2011-05-03,135.73,135.96,135.045,136.19,,
1319,2011-05-04,134.83,135.67,134.23,135.73,,
1320,2011-05-05,133.61,134.08,133.02,134.95,,
1321,2011-05-06,134.2,134.94,133.22,135.63,,
1322,2011-05-09,134.72,134.19,133.98,135.11,,
1323,2011-05-10,135.87,135.17,135.0,136.11,,
1324,2011-05-11,134.44,135.67,133.82,135.69,,
1325,2011-05-12,135.08,134.08,133.39,135.36,,
1326,2011-05-13,134.04,135.15,133.56,135.34,,1.926
1327,2011-05-16,133.19,133.56,132.97,134.61,,
1328,2011-05-17,133.17,132.69,132.12,133.35,,
1329,2011-05-18,134.36,133.24,132.95,134.5,,
1330,2011-05-19,134.68,134.8,133.94,135.03,,
1331,2011-05-20,133.61,134.33,133.36,134.6781,,
1332,2011-05-23,132.06,131.98,131.59,133.6475,,
1333,2011-05-24,131.95,132.44,131.7,132.73,,
1334,2011-05-25,132.39,131.42,131.38,132.94,,
1335,2011-05-26,133.0,132.03,131.78,133.24,,
1336,2011-05-27,133.51,133.37,132.9588,133.87,,
1337,2011-05-31,134.9,134.77,133.84,134.92,,2.179
1338,2011-06-01,131.87,134.51,131.76,134.9234,,
1339,2011-06-02,131.73,131.96,130.96,132.24,,
1340,2011-06-03,130.42,130.15,130.08,131.42,,
1341,2011-06-06,129.045,130.09,128.87,130.36,,
1342,2011-06-07,128.96,129.7,128.85,130.07,,
1343,2011-06-08,128.42,128.76,128.18,129.19,,
1344,2011-06-09,129.4,128.77,128.46,129.93,,
1345,2011-06-10,127.6,128.85,127.26,128.93,,
1346,2011-06-13,127.7,127.89,127.05,128.24,,
1347,2011-06-14,129.32,128.87,128.82,129.77,,
1348,2011-06-15,127.02,128.24,126.68,129.2991,,1.814
1349,2011-06-16,127.3,127.06,126.32,127.97,,
1350,2011-06-17,127.05,127.93,126.62,127.94,,
1351,2011-06-20,127.7,126.62,126.58,127.97,,
1352,2011-06-21,129.45,128.36,127.7535,129.7,,
1353,2011-06-22,128.67,129.05,128.59,129.81,,
1354,2011-06-23,128.301,127.16,126.19,128.6361,,
1355,2011-06-24,126.81,128.27,126.62,128.37,,
1356,2011-06-27,127.94,126.89,126.64,128.43,,
1357,2011-06-28,129.61,128.45,128.27,129.63,,
1358,2011-06-29,130.72,130.2,129.6321,130.93,,
1359,2011-06-30,131.97,131.14,130.705,132.18,,1.555
1360,2011-07-01,133.92,132.09,131.78,134.1,,
1361,2011-07-05,133.81,133.78,133.39,134.08,,
1362,2011-07-06,133.97,133.49,133.11,134.14,,
1363,2011-07-07,135.36,135.16,134.88,135.7,,
1364,2011-07-08,134.4,133.83,133.39,134.4,,
1365,2011-07-11,131.97,132.75,131.66,133.18,,
1366,2011-07-12,131.4,131.69,131.36,132.78,,
1367,2011-07-13,131.84,132.09,131.519,133.22,,
1368,2011-07-14,130.93,132.17,130.68,132.78,,
1369,2011-07-15,131.69,131.66,130.77,131.87,,1.758
1370,2011-07-18,130.61,131.08,129.63,131.28,,
1371,2011-07-19,132.73,131.34,131.31,132.89,,
1372,2011-07-20,132.65,133.07,132.42,133.15,,
1373,2011-07-21,134.49,133.4,132.6693,134.82,,
1374,2011-07-22,134.58,134.52,133.76,134.72,,
1375,2011-07-25,133.83,133.3,133.16,134.49,,
1376,2011-07-26,133.33,133.74,133.03,133.96,,
1377,2011-07-27,130.6,132.59,130.43,132.63,,
1378,2011-07-28,130.22,130.6,130.01,131.77,,
1379,2011-07-29,129.33,128.91,127.9667,130.55,,1.775
1380,2011-08-01,128.78,130.84,127.53,130.96,,
1381,2011-08-02,125.49,127.81,125.49,128.5,,
1382,2011-08-03,126.17,125.66,123.53,126.31,,
1383,2011-08-04,120.26,124.42,120.06,124.62,,
1384,2011-08-05,120.08,121.76,116.86,122.07,,
1385,2011-08-08,112.26,116.91,112.02,120.1218,,
1386,2011-08-09,117.48,114.07,110.27,117.64,,
1387,2011-08-10,112.29,115.26,111.95,116.28,,
1388,2011-08-11,117.33,113.26,112.317,118.92,,
1389,2011-08-12,118.12,118.4,117.28,119.215,,
1390,2011-08-15,120.62,119.19,119.0,120.74,,1.092
1391,2011-08-16,119.59,119.47,118.31,120.69,,
1392,2011-08-17,119.67,120.25,118.72,121.2,,
1393,2011-08-18,114.51,116.5,113.39,119.714,,
1394,2011-08-19,112.64,112.96,112.5,115.88,,
1395,2011-08-22,112.73,115.17,112.41,115.23,,
1396,2011-08-23,116.44,113.15,112.58,116.5665,,
1397,2011-08-24,118.08,116.19,115.92,118.24,,
1398,2011-08-25,116.28,118.73,115.87,119.4,,
1399,2011-08-26,117.97,115.69,113.85,118.51,,
1400,2011-08-29,121.36,119.56,118.0569,121.43,,
1401,2011-08-30,121.68,120.83,119.26,122.43,,
1402,2011-08-31,122.22,122.46,121.3,123.51,,1.629
1403,2011-09-01,120.94,122.29,120.78,123.4,,
1404,2011-09-02,117.85,118.42,117.43,120.8726,,
1405,2011-09-06,116.99,114.39,114.38,117.16,,
1406,2011-09-07,120.29,118.76,118.36,120.34,,
1407,2011-09-08,119.04,119.57,118.77,120.94,,
1408,2011-09-09,115.92,117.68,115.28,119.057,,
1409,2011-09-12,116.67,114.47,114.05,116.76,,
1410,2011-09-13,117.74,117.05,116.22,118.18,,
1411,2011-09-14,119.37,118.34,116.72,120.8,,
1412,2011-09-15,121.43,120.65,119.4034,121.47,,1.874
1413,2011-09-16,121.521,121.29,120.32,121.97,,
1414,2011-09-19,120.31,119.53,118.72,120.93,,
1415,2011-09-20,120.17,120.82,120.01,121.99,,
1416,2011-09-21,116.63,120.23,116.44,120.6,,
1417,2011-09-22,112.86,113.25,111.3,114.21,,
1418,2011-09-23,113.54,112.11,112.02,114.16,,
1419,2011-09-26,116.24,114.61,112.98,116.4,,
1420,2011-09-27,117.54,118.53,116.84,119.56,,
1421,2011-09-28,115.145,117.78,114.97,118.49,,
1422,2011-09-29,116.05,117.05,113.93,117.63,,
1423,2011-09-30,113.15,114.45,113.07,115.45,,1.448
1424,2011-10-03,109.93,112.49,109.81,113.95,,
1425,2011-10-04,112.34,108.35,107.43,112.58,,
1426,2011-10-05,114.42,112.62,111.58,114.72,,
1427,2011-10-06,116.49,114.36,113.51,116.66,,
1428,2011-10-07,115.71,117.17,115.06,117.245,,
1429,2011-10-10,119.58,117.68,117.67,119.63,,
1430,2011-10-11,119.7,118.87,118.75,120.04,,
1431,2011-10-12,120.75,120.6,120.33,122.14,,
1432,2011-10-13,120.51,120.04,119.12,120.87,,
1433,2011-10-14,122.57,121.91,121.23,122.6,,1.677
1434,2011-10-17,120.23,121.99,119.93,122.5492,,
1435,2011-10-18,122.58,120.14,119.2,123.5,,
1436,2011-10-19,121.13,122.38,120.71,123.08,,
1437,2011-10-20,121.66,121.43,119.82,122.1,,
1438,2011-10-21,123.97,123.09,122.72,124.12,,
1439,2011-10-24,125.49,124.17,124.06,125.8,,
1440,2011-10-25,123.049,124.89,122.78,124.95,,
1441,2011-10-26,124.3,124.35,122.21,124.77,,
1442,2011-10-27,128.63,127.63,124.3187,129.42,,
1443,2011-10-28,128.6,128.0,127.8,128.85,,
1444,2011-10-31,125.5,127.16,125.32,128.6239,,1.794
1445,2011-11-01,122.002,122.03,121.52,123.51,,
1446,2011-11-02,123.99,123.83,122.7905,124.4,,
1447,2011-11-03,126.25,125.27,123.595,126.5,,
1448,2011-11-04,125.481,125.23,124.01,125.7,,
1449,2011-11-07,126.26,125.39,124.2,126.39,,
1450,2011-11-08,127.88,126.92,125.71,128.02,,
1451,2011-11-09,123.161,124.89,122.86,125.8,,
1452,2011-11-10,124.32,124.79,123.02,124.94,,
1453,2011-11-11,126.66,125.83,125.79,126.99,,
1454,2011-11-14,125.46,126.19,124.92,127.45,,
1455,2011-11-15,126.083,125.17,124.72,126.75,,1.733
1456,2011-11-16,124.08,124.81,123.9,126.34,,
1457,2011-11-17,122.105,123.85,121.23,124.16,,
1458,2011-11-18,121.979,122.5,121.47,122.75,,
1459,2011-11-21,119.661,120.2,118.65,120.35,,
1460,2011-11-22,119.19,119.4,118.52,120.1,,
1461,2011-11-23,116.56,118.07,116.56,119.19,,
1462,2011-11-25,116.34,116.38,116.2,117.7,,
1463,2011-11-28,119.71,119.54,118.82,120.18,,
1464,2011-11-29,120.05,120.05,119.61,121.0,,
1465,2011-11-30,124.99,123.49,123.22,125.22,,2.002
1466,2011-12-01,124.97,124.85,124.43,125.64,,
1467,2011-12-02,124.86,126.12,124.78,126.5,,
1468,2011-12-05,126.22,126.84,125.44,127.18,,
1469,2011-12-06,126.26,126.21,125.76,127.11,,
1470,2011-12-07,126.73,125.84,124.97,127.26,,
1471,2011-12-08,123.95,125.9,123.65,126.18,,
1472,2011-12-09,126.05,124.51,124.4,126.37,,
1473,2011-12-12,124.21,124.95,123.16,124.97,,
1474,2011-12-13,123.05,124.86,122.45,125.57,,
1475,2011-12-14,121.74,122.56,121.47,123.03,,
1476,2011-12-15,122.185,123.03,121.99,123.2,,1.95
1477,2011-12-16,121.59,122.23,121.3,122.95,,
1478,2011-12-19,120.29,122.06,120.03,122.32,,
1479,2011-12-20,123.93,122.18,122.17,124.14,,
1480,2011-12-21,124.17,123.93,122.75,124.36,,
1481,2011-12-22,125.27,124.63,124.2324,125.4,,
1482,2011-12-23,126.39,125.67,125.41,126.43,,
1483,2011-12-27,126.49,126.17,126.06,126.82,,
1484,2011-12-28,124.83,126.51,124.73,126.53,,
1485,2011-12-29,126.12,125.24,124.8566,126.25,,
1486,2011-12-30,125.5,126.02,125.5,126.33,,1.96
1487,2012-01-03,127.495,127.76,127.43,128.38,,
1488,2012-01-04,127.7,127.2,126.71,127.81,,
1489,2012-01-05,128.04,127.01,126.43,128.23,,
1490,2012-01-06,127.71,128.1999,127.29,128.22,,
1491,2012-01-09,128.02,128.0,127.41,128.18,,
1492,2012-01-10,129.13,129.39,128.95,129.65,,
1493,2012-01-11,129.2,128.73,128.52,129.37,,
1494,2012-01-12,129.51,129.57,128.54,129.7,,
1495,2012-01-13,128.84,128.64,127.72,129.05,,2.223
1496,2012-01-17,129.34,130.08,128.8957,130.32,,
1497,2012-01-18,130.77,129.31,129.08,130.84,,
1498,2012-01-19,131.46,131.22,130.8,131.57,,
1499,2012-01-20,131.54,131.24,130.92,131.95,,
1500,2012-01-23,131.61,131.51,130.98,132.25,,
1501,2012-01-24,131.46,130.8,130.6,131.5,,
1502,2012-01-25,132.56,131.26,130.75,132.87,,
1503,2012-01-26,131.88,133.15,131.36,133.4,,
1504,2012-01-27,131.82,131.24,131.15,132.05,,
1505,2012-01-30,131.37,130.51,130.06,131.44,,
1506,2012-01-31,131.32,132.02,130.68,132.18,,1.972
1507,2012-02-01,132.47,132.29,132.13,133.14,,
1508,2012-02-02,132.68,132.73,132.21,133.02,,
1509,2012-02-03,134.54,134.0,133.77,134.62,,
1510,2012-02-06,134.45,133.98,133.83,134.5134,,
1511,2012-02-07,134.79,134.17,133.64,135.02,,
1512,2012-02-08,135.19,134.86,134.31,135.22,,
1513,2012-02-09,135.36,135.41,134.56,135.59,,
1514,2012-02-10,134.361,134.16,133.84,134.47,,
1515,2012-02-13,135.36,135.32,134.74,135.52,,
1516,2012-02-14,135.19,135.0,134.25,135.27,,
1517,2012-02-15,134.56,135.63,134.29,135.83,,2.137
1518,2012-02-16,136.049,134.57,134.33,136.17,,
1519,2012-02-17,136.41,136.52,135.96,136.6275,,
1520,2012-02-21,136.47,136.73,136.05,137.05,,
1521,2012-02-22,136.032,136.26,135.79,136.55,,
1522,2012-02-23,136.631,135.96,135.5,136.73,,
1523,2012-02-24,136.93,136.93,136.63,137.2,,
1524,2012-02-27,137.16,136.02,135.8,137.53,,
1525,2012-02-28,137.559,137.2,136.93,137.72,,
1526,2012-02-29,137.02,137.76,136.54,138.19,,2.254
1527,2012-03-01,137.73,137.31,136.9312,137.99,,
1528,2012-03-02,137.312,137.64,137.0,137.82,,
1529,2012-03-05,136.75,137.1,136.28,137.2,,
1530,2012-03-06,134.75,135.35,134.36,135.43,,
1531,2012-03-07,135.69,135.06,134.93,135.91,,
1532,2012-03-08,137.04,136.52,136.24,137.32,,
1533,2012-03-09,137.57,137.3,137.13,137.93,,
1534,2012-03-12,137.58,137.55,137.09,137.76,,
1535,2012-03-13,140.062,138.32,138.09,140.13,,
1536,2012-03-14,139.91,140.1,139.48,140.445,,
1537,2012-03-15,140.72,140.12,139.76,140.78,,2.079
1538,2012-03-16,140.3,140.36,140.0,140.48,,
1539,2012-03-19,140.85,140.21,140.11,141.28,,
1540,2012-03-20,140.44,140.05,139.64,140.61,,
1541,2012-03-21,140.21,140.52,139.92,140.65,,
1542,2012-03-22,139.2,139.18,138.74,139.55,,
1543,2012-03-23,139.65,139.32,138.55,139.81,,
1544,2012-03-26,141.61,140.65,140.6,141.61,,
1545,2012-03-27,141.17,141.74,141.08,141.83,,
1546,2012-03-28,140.47,141.1,139.64,141.32,,
1547,2012-03-29,140.23,139.64,139.09,140.4934,,
1548,2012-03-30,140.81,140.92,140.05,141.05,,2.035
1549,2012-04-02,141.84,140.64,140.36,142.21,,
1550,2012-04-03,141.26,141.64,140.43,141.8826,,
1551,2012-04-04,139.86,140.22,139.34,140.339,,
1552,2012-04-05,139.79,139.38,139.26,140.2,,
1553,2012-04-09,138.22,138.03,137.84,139.8444,,
1554,2012-04-10,135.9,137.95,135.76,138.34,,
1555,2012-04-11,137.0,137.29,136.75,137.54,,
1556,2012-04-12,138.79,137.13,137.03,138.9,,
1557,2012-04-13,137.14,138.47,137.01,138.8168,,1.747
1558,2012-04-16,137.05,137.84,136.58,138.04,,
1559,2012-04-17,139.082,137.84,137.698,139.36,,
1560,2012-04-18,138.61,138.46,138.38,139.08,,
1561,2012-04-19,137.72,138.63,137.07,139.15,,
1562,2012-04-20,137.95,138.33,137.87,138.83,,
1563,2012-04-23,136.79,136.54,135.94,136.91,,
1564,2012-04-24,137.31,136.91,136.8,137.66,,
1565,2012-04-25,139.19,138.65,138.53,139.25,,
1566,2012-04-26,140.16,138.89,138.81,140.32,,
1567,2012-04-27,140.39,140.58,139.8,140.79,,
1568,2012-04-30,139.87,140.11,139.49,140.21,,1.793
1569,2012-05-01,140.74,139.79,139.63,141.66,,
1570,2012-05-02,140.325,139.92,139.46,140.46,,
1571,2012-05-03,139.25,140.34,138.99,140.45,,
1572,2012-05-04,137.0,138.515,136.92,139.3012,,
1573,2012-05-07,137.1,136.51,136.46,137.56,,
1574,2012-05-08,136.55,136.28,134.92,136.77,,
1575,2012-05-09,135.74,135.1,134.49,136.61,,
1576,2012-05-10,136.02,136.68,135.71,136.85,,
1577,2012-05-11,135.61,135.17,135.11,136.87,,
1578,2012-05-14,134.11,134.31,133.91,135.6144,,
1579,2012-05-15,133.34,134.02,133.13,134.81,,1.646
1580,2012-05-16,132.829,133.94,132.8,134.55,,
1581,2012-05-17,130.86,132.86,130.79,133.02,,
1582,2012-05-18,129.74,131.37,129.55,131.6,,
1583,2012-05-21,131.97,130.16,129.95,132.02,,
1584,2012-05-22,132.2,132.31,131.34,133.23,,
1585,2012-05-23,132.27,131.25,129.99,132.46,,
1586,2012-05-24,132.53,132.63,131.42,132.84,,
1587,2012-05-25,132.1,132.48,131.78,132.85,,
1588,2012-05-29,133.7,133.16,131.17,133.93,,
1589,2012-05-30,131.76,132.56,131.49,133.6924,,
1590,2012-05-31,131.47,131.71,130.34,132.45,,1.492
1591,2012-06-01,128.16,129.41,128.16,131.5042,,
1592,2012-06-04,128.1,128.39,127.135,128.74,,
1593,2012-06-05,129.07,127.85,127.78,129.26,,
1594,2012-06-06,131.97,129.97,129.93,132.03,,
1595,2012-06-07,132.05,133.47,131.78,133.53,,
1596,2012-06-08,133.1,131.71,131.29,133.125,,
1597,2012-06-11,131.415,134.17,131.28,134.25,,
1598,2012-06-12,132.92,131.79,131.16,133.01,,
1599,2012-06-13,132.07,132.53,131.62,133.36,,
1600,2012-06-14,133.47,132.34,131.98,134.0,,
1601,2012-06-15,134.14,133.38,133.1,134.26,,1.309
1602,2012-06-18,134.4,133.58,133.28,134.73,,
1603,2012-06-19,135.7,135.08,134.3714,136.25,,
1604,2012-06-20,135.48,135.71,134.27,136.1,,
1605,2012-06-21,132.44,135.64,132.33,135.78,,
1606,2012-06-22,133.46,133.13,132.62,133.71,,
1607,2012-06-25,131.32,132.05,130.85,132.1,,
1608,2012-06-26,131.98,131.7,130.93,132.38,,
1609,2012-06-27,133.173,132.42,131.9667,133.43,,
1610,2012-06-28,132.79,132.29,131.28,132.99,,
1611,2012-06-29,136.105,135.2,134.85,136.27,,1.436
1612,2012-07-02,136.51,136.48,135.52,136.65,,
1613,2012-07-03,137.412,136.48,136.34,137.51,,
1614,2012-07-05,136.79,136.9,136.29,137.8,,
1615,2012-07-06,135.49,135.47,134.85,135.77,,
1616,2012-07-09,135.32,135.38,134.7,135.57,,
1617,2012-07-10,134.14,136.01,133.68,136.23,,
1618,2012-07-11,134.16,134.21,133.38,134.6,,
1619,2012-07-12,133.51,133.38,132.6,134.2269,,
1620,2012-07-13,135.75,133.86,133.84,135.89,,1.577
1621,2012-07-16,135.43,135.44,134.9,135.83,,
1622,2012-07-17,136.36,135.97,134.55,136.64,,
1623,2012-07-18,137.37,136.04,135.96,137.64,,
1624,2012-07-19,137.73,137.65,137.21,138.18,,
1625,2012-07-20,136.47,136.95,136.32,137.16,,
1626,2012-07-23,135.09,134.47,133.84,136.3852,,
1627,2012-07-24,133.925,135.19,133.03,135.25,,
1628,2012-07-25,133.96,134.21,133.25,134.56,,
1629,2012-07-26,136.17,135.89,135.26,136.46,,
1630,2012-07-27,138.675,136.89,136.1364,139.07,,
1631,2012-07-30,138.68,138.52,138.27,139.339,,
1632,2012-07-31,137.71,138.49,137.71,138.87,,1.431
1633,2012-08-01,137.59,138.7,137.4,138.73,,
1634,2012-08-02,136.64,136.55,135.58,137.57,,
1635,2012-08-03,139.349,138.56,136.6794,139.64,,
1636,2012-08-06,139.62,139.72,139.56,140.17,,
1637,2012-08-07,140.32,140.18,140.03,140.92,,
1638,2012-08-08,140.49,139.85,139.81,140.65,,
1639,2012-08-09,140.61,140.29,140.15,140.89,,
1640,2012-08-10,140.84,140.04,139.81,140.89,,
1641,2012-08-13,140.77,140.6,140.04,140.84,,
1642,2012-08-14,140.79,141.29,140.37,141.38,,
1643,2012-08-15,140.95,140.64,140.55,141.19,,1.914
1644,2012-08-16,141.99,141.15,140.8,142.16,,
1645,2012-08-17,142.18,142.23,141.86,142.3,,
1646,2012-08-20,142.19,141.98,141.59,142.22,,
1647,2012-08-21,141.76,142.54,141.45,143.09,,
1648,2012-08-22,141.82,141.4,141.07,142.05,,
1649,2012-08-23,140.665,141.47,140.44,141.48,,
1650,2012-08-24,141.51,140.31,140.22,141.83,,
1651,2012-08-27,141.54,141.89,141.34,142.08,,
1652,2012-08-28,141.4,141.18,140.97,141.84,,
1653,2012-08-29,141.51,141.52,141.12,141.89,,
1654,2012-08-30,140.49,140.9,140.19,140.94,,
1655,2012-08-31,141.16,141.29,140.36,141.82,,2.128
1656,2012-09-04,141.03,141.04,140.13,141.46,,
1657,2012-09-05,140.91,141.09,140.63,141.47,,
1658,2012-09-06,143.77,141.76,141.75,143.78,,
1659,2012-09-07,144.33,144.01,143.88,144.39,,
1660,2012-09-10,143.51,144.19,143.46,144.44,,
1661,2012-09-11,143.91,143.6,143.56,144.37,,
1662,2012-09-12,144.39,144.39,143.9,144.55,,
1663,2012-09-13,146.59,144.37,143.99,147.04,,
1664,2012-09-14,147.24,146.88,146.76,148.11,,1.652
1665,2012-09-17,146.74,146.94,146.37,147.19,,
1666,2012-09-18,146.62,146.49,146.25,146.81,,
1667,2012-09-19,146.7,146.79,146.41,147.17,,
1668,2012-09-20,146.71,146.03,145.63,146.79,,
1669,2012-09-21,145.87,146.64,145.81,146.67,,
1670,2012-09-24,145.645,145.15,145.04,145.98,,
1671,2012-09-25,144.1,145.96,144.06,146.24,,
1672,2012-09-26,143.295,144.065,142.95,144.11,,
1673,2012-09-27,144.64,143.89,143.51,144.97,,
1674,2012-09-28,143.97,144.09,143.46,144.56,,1.643
1675,2012-10-01,144.345,144.52,144.0082,145.69,,
1676,2012-10-02,144.5,144.92,143.83,145.15,,
1677,2012-10-03,145.09,144.89,144.13,145.43,,
1678,2012-10-04,146.125,145.64,145.44,146.34,,
1679,2012-10-05,146.14,146.91,145.7,147.16,,
1680,2012-10-08,145.642,145.6,145.31,146.1231,,
1681,2012-10-09,144.2,145.53,144.15,145.65,,
1682,2012-10-10,143.28,144.18,143.09,144.32,,
1683,2012-10-11,143.36,144.28,143.327,144.49,,
1684,2012-10-12,142.89,143.46,142.58,143.95,,
1685,2012-10-15,144.08,143.23,142.77,144.23,,1.637
1686,2012-10-16,145.54,144.76,144.66,145.64,,
1687,2012-10-17,146.2,145.64,145.42,146.32,,
1688,2012-10-18,145.82,145.82,145.33,146.52,,
1689,2012-10-19,143.3896,145.55,143.05,145.56,,
1690,2012-10-22,143.41,143.15,142.28,143.67,,
1691,2012-10-23,141.42,141.86,140.83,142.06,,
1692,2012-10-24,141.02,141.93,140.8,142.1,,
1693,2012-10-25,141.43,142.02,140.57,142.28,,
1694,2012-10-26,141.35,141.3,140.39,141.84,,
1695,2012-10-31,141.35,141.85,140.68,142.03,,1.514
1696,2012-11-01,142.83,141.65,141.52,143.01,,
1697,2012-11-02,141.56,143.68,141.41,143.72,,
1698,2012-11-05,141.8486,141.35,140.93,142.17,,
1699,2012-11-06,142.96,142.28,142.13,143.52,,
1700,2012-11-07,139.72,141.66,139.06,141.68,,
1701,2012-11-08,138.04,139.7,137.93,140.41,,
1702,2012-11-09,138.16,137.62,137.55,139.44,,
1703,2012-11-12,138.265,138.59,137.96,138.81,,
1704,2012-11-13,137.79,137.54,137.36,139.25,,
1705,2012-11-14,135.9299,138.21,135.62,138.43,,
1706,2012-11-15,135.7,135.98,135.18,136.4901,,1.483
1707,2012-11-16,136.37,135.9,134.7,136.64,,
1708,2012-11-19,139.13,137.9,136.4057,139.15,,
1709,2012-11-20,139.19,138.91,138.08,139.42,,
1710,2012-11-21,139.45,139.31,139.03,139.57,,
1711,2012-11-23,141.35,140.13,140.04,141.4,,
1712,2012-11-26,141.05,140.65,140.19,141.3563,,
1713,2012-11-27,140.33,140.91,140.24,141.39,,
1714,2012-11-28,141.46,139.76,139.0,141.54,,
1715,2012-11-29,142.12,141.99,141.37,142.51,,
1716,2012-11-30,142.155,142.14,141.66,142.42,,1.627
1717,2012-12-03,141.45,142.8,141.34,142.92,,
1718,2012-12-04,141.25,141.44,140.87,141.87,,
1719,2012-12-05,141.5,141.37,140.37,142.16,,
1720,2012-12-06,141.98,141.37,141.16,142.04,,
1721,2012-12-07,142.415,142.53,141.67,142.69,,
1722,2012-12-10,142.473,142.21,142.15,142.81,,
1723,2012-12-11,143.44,143.06,142.99,144.11,,
1724,2012-12-12,143.51,144.0,143.31,144.55,,
1725,2012-12-13,142.63,143.42,142.275,143.83,,
1726,2012-12-14,142.1051,142.32,141.88,142.58,,1.756
1727,2012-12-17,143.77,142.47,142.43,143.85,,
1728,2012-12-18,145.37,144.0,143.79,145.5,,
1729,2012-12-19,144.29,145.53,144.24,145.58,,
1730,2012-12-20,145.12,144.38,143.98,145.14,,
1731,2012-12-21,142.79,142.17,141.94,144.0881,,
1732,2012-12-24,142.35,142.48,142.19,142.56,,
1733,2012-12-26,141.75,142.64,141.35,142.71,,
1734,2012-12-27,141.5616,141.79,139.92,142.08,,
1735,2012-12-28,140.03,140.64,139.87,141.42,,
1736,2012-12-31,142.41,139.66,139.54,142.56,,1.403
1737,2013-01-02,146.06,145.11,144.73,146.15,,
1738,2013-01-03,145.7341,145.99,145.34,146.37,,
1739,2013-01-04,146.37,145.97,145.67,146.61,,
1740,2013-01-07,145.9695,145.85,145.43,146.4442,,
1741,2013-01-08,145.5496,145.71,144.98,145.91,,
1742,2013-01-09,145.92,145.87,145.64,146.32,,
1743,2013-01-10,147.08,146.73,145.97,147.09,,
1744,2013-01-11,147.07,147.04,146.61,147.15,,
1745,2013-01-14,146.97,146.89,146.43,147.07,,
1746,2013-01-15,147.07,146.29,146.2,147.21,,1.655
1747,2013-01-16,147.05,146.77,146.61,147.28,,
1748,2013-01-17,148.0,147.7,147.1446,148.42,,
1749,2013-01-18,148.33,147.97,147.43,148.49,,
1750,2013-01-22,149.13,148.33,147.98,149.13,,
1751,2013-01-23,149.37,149.13,148.86,149.5,,
1752,2013-01-24,149.41,149.15,149.01,150.14,,
